"Step","StratifiedKFold-ROC - test/f1-score","StratifiedKFold-ROC - test/f1-score__MIN","StratifiedKFold-ROC - test/f1-score__MAX"
"914","0.8695652173913043","0.8695652173913043","0.8695652173913043"
"929","0.8695652173913043","0.8695652173913043","0.8695652173913043"
"944","0.8695652173913043","0.8695652173913043","0.8695652173913043"
"959","0.8695652173913043","0.8695652173913043","0.8695652173913043"
"974","0.8695652173913043","0.8695652173913043","0.8695652173913043"
"989","0.8695652173913043","0.8695652173913043","0.8695652173913043"
"1004","0.8695652173913043","0.8695652173913043","0.8695652173913043"
"1019","0.8695652173913043","0.8695652173913043","0.8695652173913043"
"1034","0.8695652173913043","0.8695652173913043","0.8695652173913043"
"1049","0.8695652173913043","0.8695652173913043","0.8695652173913043"
"1064","0.8695652173913043","0.8695652173913043","0.8695652173913043"
"1079","0.8695652173913043","0.8695652173913043","0.8695652173913043"
"1094","0.8695652173913043","0.8695652173913043","0.8695652173913043"
"1109","0.8695652173913043","0.8695652173913043","0.8695652173913043"
"1124","0.8695652173913043","0.8695652173913043","0.8695652173913043"
"1139","0.7733333333333333","0.7733333333333333","0.7733333333333333"
"1154","0.8837209302325583","0.8837209302325583","0.8837209302325583"
"1169","0.9230769230769231","0.9230769230769231","0.9230769230769231"
"1184","0.8965517241379309","0.8965517241379309","0.8965517241379309"
"1199","0.8965517241379309","0.8965517241379309","0.8965517241379309"
"1214","0.909090909090909","0.909090909090909","0.909090909090909"
"1229","0.909090909090909","0.909090909090909","0.909090909090909"
"1244","0.8965517241379309","0.8965517241379309","0.8965517241379309"
"1259","0.909090909090909","0.909090909090909","0.909090909090909"
"1274","0.909090909090909","0.909090909090909","0.909090909090909"
"1289","0.909090909090909","0.909090909090909","0.909090909090909"
"1304","0.8965517241379309","0.8965517241379309","0.8965517241379309"
"1319","0.8837209302325583","0.8837209302325583","0.8837209302325583"
"1334","0.8965517241379309","0.8965517241379309","0.8965517241379309"
"1349","0.909090909090909","0.909090909090909","0.909090909090909"
"1364","0.909090909090909","0.909090909090909","0.909090909090909"
"1379","0.909090909090909","0.909090909090909","0.909090909090909"
"1394","0.909090909090909","0.909090909090909","0.909090909090909"
"1409","0.909090909090909","0.909090909090909","0.909090909090909"
"1424","0.8965517241379309","0.8965517241379309","0.8965517241379309"
"1439","0.8965517241379309","0.8965517241379309","0.8965517241379309"
"1454","0.909090909090909","0.909090909090909","0.909090909090909"
"1469","0.909090909090909","0.909090909090909","0.909090909090909"
"1484","0.8965517241379309","0.8965517241379309","0.8965517241379309"
"1499","0.909090909090909","0.909090909090909","0.909090909090909"
"1514","0.6363636363636364","0.6363636363636364","0.6363636363636364"
"1529","0.8775510204081634","0.8775510204081634","0.8775510204081634"
"1544","0.8863636363636364","0.8863636363636364","0.8863636363636364"
"1559","0.891304347826087","0.891304347826087","0.891304347826087"
"1574","0.8723404255319148","0.8723404255319148","0.8723404255319148"
"1589","0.8723404255319148","0.8723404255319148","0.8723404255319148"
"1604","0.8723404255319148","0.8723404255319148","0.8723404255319148"
"1619","0.8817204301075269","0.8817204301075269","0.8817204301075269"
"1634","0.8723404255319148","0.8723404255319148","0.8723404255319148"
"1649","0.8817204301075269","0.8817204301075269","0.8817204301075269"
"1664","0.8817204301075269","0.8817204301075269","0.8817204301075269"
"1679","0.8817204301075269","0.8817204301075269","0.8817204301075269"
"1694","0.8723404255319148","0.8723404255319148","0.8723404255319148"
"1709","0.8817204301075269","0.8817204301075269","0.8817204301075269"
"1724","0.8723404255319148","0.8723404255319148","0.8723404255319148"
"1739","0.8817204301075269","0.8817204301075269","0.8817204301075269"
"1754","0.8723404255319148","0.8723404255319148","0.8723404255319148"
"1769","0.8817204301075269","0.8817204301075269","0.8817204301075269"
"1784","0.8723404255319148","0.8723404255319148","0.8723404255319148"
"1799","0.8817204301075269","0.8817204301075269","0.8817204301075269"
"1814","0.8723404255319148","0.8723404255319148","0.8723404255319148"
"1829","0.8723404255319148","0.8723404255319148","0.8723404255319148"
"1844","0.8817204301075269","0.8817204301075269","0.8817204301075269"
"1859","0.8817204301075269","0.8817204301075269","0.8817204301075269"
"1874","0.8723404255319148","0.8723404255319148","0.8723404255319148"
"1889","0.8045977011494253","0.8045977011494253","0.8045977011494253"
"1904","0.8478260869565217","0.8478260869565217","0.8478260869565217"
"1919","0.8791208791208792","0.8791208791208792","0.8791208791208792"
"1934","0.891304347826087","0.891304347826087","0.891304347826087"
"1949","0.891304347826087","0.891304347826087","0.891304347826087"
"1964","0.891304347826087","0.891304347826087","0.891304347826087"
"1979","0.891304347826087","0.891304347826087","0.891304347826087"
"1994","0.891304347826087","0.891304347826087","0.891304347826087"
"2009","0.891304347826087","0.891304347826087","0.891304347826087"
"2024","0.891304347826087","0.891304347826087","0.891304347826087"
"2039","0.891304347826087","0.891304347826087","0.891304347826087"
"2054","0.891304347826087","0.891304347826087","0.891304347826087"
"2069","0.891304347826087","0.891304347826087","0.891304347826087"
"2084","0.891304347826087","0.891304347826087","0.891304347826087"
"2099","0.891304347826087","0.891304347826087","0.891304347826087"
"2114","0.891304347826087","0.891304347826087","0.891304347826087"
"2129","0.891304347826087","0.891304347826087","0.891304347826087"
"2144","0.891304347826087","0.891304347826087","0.891304347826087"
"2159","0.891304347826087","0.891304347826087","0.891304347826087"
"2174","0.891304347826087","0.891304347826087","0.891304347826087"
"2189","0.891304347826087","0.891304347826087","0.891304347826087"
"2204","0.891304347826087","0.891304347826087","0.891304347826087"
"2219","0.891304347826087","0.891304347826087","0.891304347826087"
"2234","0.891304347826087","0.891304347826087","0.891304347826087"
"2249","0.891304347826087","0.891304347826087","0.891304347826087"
"2264","0.7999999999999998","0.7999999999999998","0.7999999999999998"
"2279","0.9052631578947369","0.9052631578947369","0.9052631578947369"
"2294","0.8433734939759038","0.8433734939759038","0.8433734939759038"
"2309","0.9090909090909092","0.9090909090909092","0.9090909090909092"
"2324","0.9333333333333333","0.9333333333333333","0.9333333333333333"
"2339","0.896551724137931","0.896551724137931","0.896551724137931"
"2354","0.8837209302325582","0.8837209302325582","0.8837209302325582"
"2369","0.8837209302325582","0.8837209302325582","0.8837209302325582"
"2384","0.8837209302325582","0.8837209302325582","0.8837209302325582"
"2399","0.8837209302325582","0.8837209302325582","0.8837209302325582"
"2414","0.896551724137931","0.896551724137931","0.896551724137931"
"2429","0.8837209302325582","0.8837209302325582","0.8837209302325582"
"2444","0.8837209302325582","0.8837209302325582","0.8837209302325582"
"2459","0.896551724137931","0.896551724137931","0.896551724137931"
"2474","0.8837209302325582","0.8837209302325582","0.8837209302325582"
"2489","0.8837209302325582","0.8837209302325582","0.8837209302325582"
"2504","0.8837209302325582","0.8837209302325582","0.8837209302325582"
"2519","0.8837209302325582","0.8837209302325582","0.8837209302325582"
"2534","0.8837209302325582","0.8837209302325582","0.8837209302325582"
"2549","0.8837209302325582","0.8837209302325582","0.8837209302325582"
"2564","0.896551724137931","0.896551724137931","0.896551724137931"
"2579","0.8837209302325582","0.8837209302325582","0.8837209302325582"
"2594","0.8837209302325582","0.8837209302325582","0.8837209302325582"
"2609","0.8837209302325582","0.8837209302325582","0.8837209302325582"
"2624","0.8837209302325582","0.8837209302325582","0.8837209302325582"
"2639","0.8172043010752689","0.8172043010752689","0.8172043010752689"
"2654","0.8842105263157894","0.8842105263157894","0.8842105263157894"
"2669","0.924731182795699","0.924731182795699","0.924731182795699"
"2684","0.88659793814433","0.88659793814433","0.88659793814433"
"2699","0.8979591836734695","0.8979591836734695","0.8979591836734695"
"2714","0.88659793814433","0.88659793814433","0.88659793814433"
"2729","0.88659793814433","0.88659793814433","0.88659793814433"
"2744","0.88659793814433","0.88659793814433","0.88659793814433"
"2759","0.9052631578947369","0.9052631578947369","0.9052631578947369"
"2774","0.8958333333333333","0.8958333333333333","0.8958333333333333"
"2789","0.8958333333333333","0.8958333333333333","0.8958333333333333"
"2804","0.9052631578947369","0.9052631578947369","0.9052631578947369"
"2819","0.8958333333333333","0.8958333333333333","0.8958333333333333"
"2834","0.8958333333333333","0.8958333333333333","0.8958333333333333"
"2849","0.8958333333333333","0.8958333333333333","0.8958333333333333"
"2864","0.9052631578947369","0.9052631578947369","0.9052631578947369"
"2879","0.8958333333333333","0.8958333333333333","0.8958333333333333"
"2894","0.8958333333333333","0.8958333333333333","0.8958333333333333"
"2909","0.8958333333333333","0.8958333333333333","0.8958333333333333"
"2924","0.88659793814433","0.88659793814433","0.88659793814433"
"2939","0.8958333333333333","0.8958333333333333","0.8958333333333333"
"2954","0.88659793814433","0.88659793814433","0.88659793814433"
"2969","0.8958333333333333","0.8958333333333333","0.8958333333333333"
"2984","0.8958333333333333","0.8958333333333333","0.8958333333333333"
"2999","0.8958333333333333","0.8958333333333333","0.8958333333333333"
"3014","0.8674698795180723","0.8674698795180723","0.8674698795180723"
"3029","0.9010989010989011","0.9010989010989011","0.9010989010989011"
"3044","0.9010989010989011","0.9010989010989011","0.9010989010989011"
"3059","0.9130434782608695","0.9130434782608695","0.9130434782608695"
"3074","0.9213483146067416","0.9213483146067416","0.9213483146067416"
"3089","0.9213483146067416","0.9213483146067416","0.9213483146067416"
"3104","0.9213483146067416","0.9213483146067416","0.9213483146067416"
"3119","0.9213483146067416","0.9213483146067416","0.9213483146067416"
"3134","0.9111111111111111","0.9111111111111111","0.9111111111111111"
"3149","0.9111111111111111","0.9111111111111111","0.9111111111111111"
"3164","0.9111111111111111","0.9111111111111111","0.9111111111111111"
"3179","0.9213483146067416","0.9213483146067416","0.9213483146067416"
"3194","0.9010989010989011","0.9010989010989011","0.9010989010989011"
"3209","0.9213483146067416","0.9213483146067416","0.9213483146067416"
"3224","0.9111111111111111","0.9111111111111111","0.9111111111111111"
"3239","0.9111111111111111","0.9111111111111111","0.9111111111111111"
"3254","0.9213483146067416","0.9213483146067416","0.9213483146067416"
"3269","0.9111111111111111","0.9111111111111111","0.9111111111111111"
"3284","0.9213483146067416","0.9213483146067416","0.9213483146067416"
"3299","0.9213483146067416","0.9213483146067416","0.9213483146067416"
"3314","0.9111111111111111","0.9111111111111111","0.9111111111111111"
"3329","0.9111111111111111","0.9111111111111111","0.9111111111111111"
"3344","0.9111111111111111","0.9111111111111111","0.9111111111111111"
"3359","0.9213483146067416","0.9213483146067416","0.9213483146067416"
"3374","0.9111111111111111","0.9111111111111111","0.9111111111111111"
"3389","0.8292682926829269","0.8292682926829269","0.8292682926829269"
"3404","0.896551724137931","0.896551724137931","0.896551724137931"
"3419","0.9230769230769231","0.9230769230769231","0.9230769230769231"
"3434","0.9347826086956522","0.9347826086956522","0.9347826086956522"
"3449","0.8674698795180723","0.8674698795180723","0.8674698795180723"
"3464","0.8941176470588236","0.8941176470588236","0.8941176470588236"
"3479","0.8837209302325582","0.8837209302325582","0.8837209302325582"
"3494","0.8941176470588236","0.8941176470588236","0.8941176470588236"
"3509","0.9069767441860465","0.9069767441860465","0.9069767441860465"
"3524","0.896551724137931","0.896551724137931","0.896551724137931"
"3539","0.896551724137931","0.896551724137931","0.896551724137931"
"3554","0.8863636363636364","0.8863636363636364","0.8863636363636364"
"3569","0.896551724137931","0.896551724137931","0.896551724137931"
"3584","0.896551724137931","0.896551724137931","0.896551724137931"
"3599","0.8837209302325582","0.8837209302325582","0.8837209302325582"
"3614","0.896551724137931","0.896551724137931","0.896551724137931"
"3629","0.8863636363636364","0.8863636363636364","0.8863636363636364"
"3644","0.896551724137931","0.896551724137931","0.896551724137931"
"3659","0.896551724137931","0.896551724137931","0.896551724137931"
"3674","0.896551724137931","0.896551724137931","0.896551724137931"
"3689","0.896551724137931","0.896551724137931","0.896551724137931"
"3704","0.8941176470588236","0.8941176470588236","0.8941176470588236"
"3719","0.896551724137931","0.896551724137931","0.896551724137931"
"3734","0.896551724137931","0.896551724137931","0.896551724137931"
"3749","0.8863636363636364","0.8863636363636364","0.8863636363636364"
